,Wavelength,Flux
0,1000,-0.22025602623280705
1,1001,-0.06286590276044034
2,1002,0.07342813702775028
3,1003,0.029546794633061237
4,1004,-0.06346218663912795
5,1005,-0.11248284210311074
6,1006,0.44260420675387696
7,1007,-0.26955324490857846
8,1008,-0.16095404551468995
9,1009,-0.21687050546102954
10,1010,0.004588235511167965
11,1011,0.08216112231157521
12,1012,-0.2924346031050747
13,1013,-0.16543504858934513
14,1014,-0.28727762512128563
15,1015,0.09242522116647077
16,1016,-0.43655739049056486
17,1017,-0.3090116604821342
18,1018,0.20248025913827364
19,1019,-0.2605297440456311
20,1020,-0.2552735331889058
21,1021,0.18638480084103498
22,1022,-0.19457593156938913
23,1023,0.0011083492531234265
24,1024,-0.22633375318825472
25,1025,-0.3597889575648423
26,1026,0.025196885324640636
27,1027,0.04221365134995213
28,1028,0.4522707621082811
29,1029,0.14323766739154975
30,1030,-0.10638276853029871
31,1031,-0.2023663807494369
32,1032,-0.16940432045581438
33,1033,-0.03527254248630106
34,1034,0.03191415198717223
35,1035,0.11371204272452048
36,1036,-0.18077539952106375
37,1037,-0.45638471848164586
38,1038,0.29039016663019623
39,1039,0.5211052603342206
40,1040,-0.2185881401868873
41,1041,0.26172293124701185
42,1042,-0.28807984458236013
43,1043,0.26063591307425304
44,1044,0.12815047374464275
45,1045,-0.17687866240351494
46,1046,-0.6055846034044338
47,1047,-0.032032352789626364
48,1048,0.032244765231160155
49,1049,0.064700978306508
50,1050,0.09508152421574331
51,1051,0.08483317390284473
52,1052,-0.4798981757222234
53,1053,-0.45778277393052064
54,1054,0.04400710540780178
55,1055,-0.08094871605353102
56,1056,0.23181640524110786
57,1057,-0.13214473208607425
58,1058,0.06292350479264783
59,1059,-0.14501041532904116
60,1060,-0.22249003557846575
61,1061,0.11035149686220143
62,1062,-0.03680120893235524
63,1063,-0.16187603337499623
64,1064,0.19067116188254435
65,1065,0.2783003898975085
66,1066,0.20301946901233672
67,1067,0.06707123260142533
68,1068,0.18537487363866495
69,1069,0.12595834905920444
70,1070,0.24206320681684357
71,1071,0.013841926502758062
72,1072,-0.030139438652493595
73,1073,0.39112287529514467
74,1074,-0.557224715577413
75,1075,-0.5037686206901607
76,1076,0.021999650031769305
77,1077,-0.41348245338348555
78,1078,0.18244700984829287
79,1079,-0.20976867351207726
80,1080,-0.3913868600166919
81,1081,0.07626680512057044
82,1082,-0.187268170140174
83,1083,0.2655337608220848
84,1084,-0.20972774488242052
85,1085,-0.01714872435372153
86,1086,-0.35947635576047765
87,1087,0.04747264400015602
88,1088,0.07773775166454547
89,1089,0.4835720569987982
90,1090,0.22612889151691012
91,1091,0.15720741952904324
92,1092,-0.025763079282618007
93,1093,-0.31314521357159064
94,1094,0.25407585379048947
95,1095,-0.5241757313659168
96,1096,-0.0608714422376557
97,1097,0.29024256227924883
98,1098,-0.08920825524241385
99,1099,-0.5209154133624914
100,1100,-0.08079884367521883
101,1101,0.1248284203136951
102,1102,0.056288773048405655
103,1103,0.3737102306759811
104,1104,-0.203975529432247
105,1105,-0.031440400320018116
106,1106,0.01680332239631191
107,1107,0.39032663364800263
108,1108,0.043075426382957985
109,1109,0.10354926568171866
110,1110,-0.026024074614874458
111,1111,-0.12412767776699132
112,1112,0.18398670096799213
113,1113,-0.2635167857840931
114,1114,-0.022266187351513825
115,1115,0.3032587214991437
116,1116,0.5893162948287287
117,1117,0.1134916439441203
118,1118,0.2883752742486746
119,1119,0.1384057629056544
120,1120,-0.025011973897969664
121,1121,0.17309543801759017
122,1122,-0.2056777784712573
123,1123,-0.18095408388078116
124,1124,0.08690095246719551
125,1125,0.19160551913221502
126,1126,0.020336796090247328
127,1127,-0.1804954212665711
128,1128,-0.048603610067454006
129,1129,0.04807062337161318
130,1130,-0.03870671937985426
131,1131,-0.03222645927125316
132,1132,0.3328427784370508
133,1133,0.09313469750785563
134,1134,0.2404154548953186
135,1135,-0.17139752039129225
136,1136,0.005930881646119178
137,1137,-0.397614068902088
138,1138,0.5115177416061484
139,1139,-0.09635891841356137
140,1140,0.11096408289036505
141,1141,-0.06120892336438688
142,1142,0.5147511954791442
143,1143,-0.07308629287484417
144,1144,0.22474450450672992
145,1145,0.057637377617818675
146,1146,0.10958581346646526
147,1147,-0.15925767159302828
148,1148,0.09451844450417242
149,1149,-0.18052536310775755
150,1150,-0.24199220710813463
151,1151,-0.22045665253944075
152,1152,0.13438345296679588
153,1153,0.16435323849117606
154,1154,-0.25926588691846264
155,1155,-0.19038002278614793
156,1156,0.025830888277082187
157,1157,0.0031460381321210262
158,1158,0.02997284316015622
159,1159,-0.3007718783709449
160,1160,-0.42291036741498755
161,1161,-0.053430984463870124
162,1162,0.21390551019646106
163,1163,0.17674493458479126
164,1164,0.08017237555687586
165,1165,0.33235903479083007
166,1166,-0.03266052969361199
167,1167,-0.18668374915855399
168,1168,-0.49142443593478036
169,1169,0.10765860142144826
170,1170,-0.1855617349263823
171,1171,0.012399156934343458
172,1172,-0.3619715187043353
173,1173,-0.03573952932093198
174,1174,0.18568658212328226
175,1175,-0.3606969286040881
176,1176,0.2943234840412132
177,1177,-0.28286613982333275
178,1178,0.11063228157168027
179,1179,0.23286414876108544
180,1180,-0.09667572317253181
181,1181,0.42097022858969113
182,1182,-0.1996438388754908
183,1183,0.1384467768920609
184,1184,0.48421534979205594
185,1185,0.030420422087760274
186,1186,-0.21493471845421194
187,1187,-0.002659763594252195
188,1188,0.028579926738117767
189,1189,-0.26360633429336083
190,1190,-0.16804893004831767
191,1191,0.054905935964982805
192,1192,-0.13472751392719554
193,1193,-0.2346590594280967
194,1194,-0.3175242411695439
195,1195,0.3205418799492047
196,1196,-0.10433836221062381
197,1197,-0.38157244967240256
198,1198,-0.5750310324179017
199,1199,0.15921457324527472
200,1200,-0.2661736789069209
201,1201,0.15124583743545772
202,1202,-0.3258624599925544
203,1203,0.39680057850648726
204,1204,-0.42321992440904666
205,1205,-0.27985545876714746
206,1206,0.4726159170855406
207,1207,0.15960728771594768
208,1208,-0.10675312075349329
209,1209,0.36701645643470726
210,1210,-0.041903500060118226
211,1211,0.056444712975286526
212,1212,0.056119699628225495
213,1213,-0.41297353667368086
214,1214,-0.3514804913967401
215,1215,-0.1730397652384934
216,1216,0.06595070883674825
217,1217,0.23825333573362223
218,1218,0.2871976614716383
219,1219,-0.05673657865133423
220,1220,0.24477743595473966
221,1221,-0.1988423668891964
222,1222,-0.11307210952844679
223,1223,-0.41216346032933054
224,1224,0.34813945736412893
225,1225,0.04492761626909621
226,1226,-0.09068210714503239
227,1227,-0.07408454201624523
228,1228,-0.002965316437953995
229,1229,0.05326653661579164
230,1230,-0.1881766414969144
231,1231,-0.1755631337369116
232,1232,0.028842944021530634
233,1233,0.2934283758749263
234,1234,0.27963490159726295
235,1235,-0.05796771083867247
236,1236,0.03771072262434004
237,1237,0.4770878526001601
238,1238,0.18759489124031592
239,1239,0.1699602355460362
240,1240,0.2626234040984361
241,1241,-0.13530159473661466
242,1242,0.3905933697251299
243,1243,-0.23190834707324742
244,1244,-0.3602784095604278
245,1245,-0.11756517499713978
246,1246,0.13305827388018748
247,1247,-0.2528094760944306
248,1248,0.1209169261795181
249,1249,-0.10960779640049031
250,1250,0.024888102846443327
251,1251,0.12843735322935212
252,1252,0.43170249034437863
253,1253,-0.34842144393885055
254,1254,0.11069664091754948
255,1255,-0.2914019253347366
256,1256,0.11299143272254224
257,1257,0.026237333659064416
258,1258,-0.15753134707346064
259,1259,-0.032813070893748936
260,1260,-0.31742485790821307
261,1261,0.3047910200267251
262,1262,0.05420120843960772
263,1263,0.21675845801694021
264,1264,0.36686066605302103
265,1265,-0.11116856559218927
266,1266,0.17558228947550783
267,1267,0.1878406608072796
268,1268,0.09715762269938136
269,1269,-0.06839860778342936
270,1270,0.39703070312190186
271,1271,0.07418473716260555
272,1272,-0.26267234122425975
273,1273,0.14726472678099228
274,1274,-0.14854360454422322
275,1275,0.24511271822030276
276,1276,-0.015136589512814831
277,1277,-0.279159700956764
278,1278,-0.22213600353243973
279,1279,-0.23996459925508834
280,1280,-0.33454370754313534
281,1281,-0.11922300607531122
282,1282,0.04785925176623146
283,1283,-0.16513221423549046
284,1284,-0.06912800353638238
285,1285,0.06530730223016977
286,1286,0.047310321863680255
287,1287,0.10769198412062664
288,1288,0.102492101148848
289,1289,-0.5808969959937142
290,1290,0.17701761856885015
291,1291,-0.1532789344424263
292,1292,-0.18383050072827017
293,1293,0.08236415319459589
294,1294,0.40128276776196464
295,1295,-0.46990952511685613
296,1296,0.18233149451193265
297,1297,0.0017369255479774692
298,1298,0.18525562596063763
299,1299,-0.0027105429650077784
300,1300,-0.1009586849054229
301,1301,0.2393121704192085
302,1302,-0.335213479193085
303,1303,-0.054733903322248194
304,1304,-0.46584404249062156
305,1305,-0.22325217871442815
306,1306,-0.14168071463547965
307,1307,0.28916978734400267
308,1308,0.05638850937061843
309,1309,0.23749689653674727
310,1310,-0.16401999745139345
311,1311,-0.2459461378813887
312,1312,0.11816296890670963
313,1313,0.18330284221437068
314,1314,-0.03207695940119738
315,1315,0.053312733388453354
316,1316,-0.03715466916496098
317,1317,0.11462380640094545
318,1318,0.18535808368866352
319,1319,0.7008492633666238
320,1320,-0.08567958914548282
321,1321,-0.15651105019576317
322,1322,-0.16871450580421188
323,1323,0.31127996392189583
324,1324,0.03693945830538537
325,1325,0.07614925773114889
326,1326,-0.11335782774999122
327,1327,-0.053409889827087914
328,1328,0.27981489940670623
329,1329,0.21554710718920733
330,1330,0.4555706758879908
331,1331,0.35417726570115726
332,1332,-0.08476583801582332
333,1333,-0.3609959731132581
334,1334,-0.35532219986354197
335,1335,-0.015867142571208165
336,1336,0.49591290763456
337,1337,-0.20191547905144375
338,1338,-0.13735879860732347
339,1339,0.09290812911913872
340,1340,-0.16334649451964778
341,1341,0.1811024532165195
342,1342,-0.42945114860230393
343,1343,-0.16295687866493722
344,1344,0.31312236303879404
345,1345,0.2568477327743649
346,1346,0.15991998483885517
347,1347,-0.09353102866550617
348,1348,0.1163807862528182
349,1349,-0.03966650851414892
350,1350,0.08951884194485836
351,1351,-0.1199488069183901
352,1352,-0.027827556210889157
353,1353,0.8407189662046723
354,1354,0.35935686999738414
355,1355,0.10493370840344007
356,1356,0.3579755778020968
357,1357,0.31894183475470045
358,1358,0.24351587785712397
359,1359,-0.04107218860537845
360,1360,0.027019911791054105
361,1361,-0.10006721255737269
362,1362,0.1520685719180857
363,1363,0.20617919064801787
364,1364,0.16824995888104724
365,1365,0.12880900118899344
366,1366,0.3662713354537656
367,1367,-0.18387117201740688
368,1368,0.2828596028325985
369,1369,0.21518355285502835
370,1370,0.3313350802028101
371,1371,0.1469950930891746
372,1372,0.2981859588741471
373,1373,0.2408422380222927
374,1374,0.2697678713415149
375,1375,0.27277773300652763
376,1376,0.3202443958095567
377,1377,0.05668732903689763
378,1378,0.30641005646194097
379,1379,0.19163127681363856
380,1380,0.5021251589690504
381,1381,0.4935368331870809
382,1382,0.02493944278212415
383,1383,0.38049110543936804
384,1384,0.2687951290926197
385,1385,-0.12129827387250999
386,1386,0.33521760013541024
387,1387,0.4388773461895562
388,1388,0.3130126523037119
389,1389,0.4698791221663781
390,1390,0.36644020230431185
391,1391,0.3590961649262132
392,1392,0.3398571900065584
393,1393,0.3704432056111067
394,1394,0.2982353182364059
395,1395,0.5058590915586267
396,1396,0.4130072723241306
397,1397,0.4271993740951927
398,1398,0.5753462635810962
399,1399,0.13573295795204146
400,1400,0.8115569886018985
401,1401,0.44681970664145354
402,1402,0.8660144038739463
403,1403,0.7769363367176109
404,1404,0.2251831085104678
405,1405,0.5321387140411252
406,1406,0.242515828999829
407,1407,0.7855098043880007
408,1408,0.3244129912581257
409,1409,0.6186282830275925
410,1410,0.36802809015237115
411,1411,0.6511593923787428
412,1412,1.0166537603691672
413,1413,0.9371799941248994
414,1414,1.1187948686483697
415,1415,0.6896055626626652
416,1416,0.8246474789075501
417,1417,0.6791404354205548
418,1418,0.5732868338925053
419,1419,0.9802072029460169
420,1420,0.6692680282139157
421,1421,1.2464118646811908
422,1422,1.1189559166095802
423,1423,1.7235185274663332
424,1424,1.2646315807154047
425,1425,1.1569333960314414
426,1426,0.8517810726367688
427,1427,1.2527629099784607
428,1428,0.753363617096967
429,1429,1.0445625536312382
430,1430,1.387787575502005
431,1431,1.4738284381892304
432,1432,1.0404408215857321
433,1433,1.0505297639431936
434,1434,0.903298082520837
435,1435,1.4842795059801173
436,1436,2.086605634858349
437,1437,1.4263053619957875
438,1438,1.2184044917030161
439,1439,1.2859344995295041
440,1440,1.0557972540633531
441,1441,1.6990452473069118
442,1442,1.5317329074930006
443,1443,1.6509074393185332
444,1444,1.469220339396847
445,1445,1.1834285585488211
446,1446,1.2706652625854673
447,1447,1.621021182153647
448,1448,1.4827150386429926
449,1449,1.7766388751106077
450,1450,1.6210390217575004
451,1451,1.8208953225954616
452,1452,1.8323290773048952
453,1453,2.077085704550037
454,1454,1.8041576008380023
455,1455,1.6216450815393688
456,1456,1.647820149352381
457,1457,1.6536379844818478
458,1458,1.8584769071175835
459,1459,1.9832020690868564
460,1460,2.439371401392125
461,1461,1.7339649607515932
462,1462,1.5132763880546662
463,1463,1.6156505928634732
464,1464,1.9249315016315003
465,1465,2.167492835907577
466,1466,2.0112322738824084
467,1467,2.012678502561351
468,1468,1.9692682860317217
469,1469,2.0941605991275356
470,1470,2.261224517731771
471,1471,2.0714669530258187
472,1472,2.096668041646362
473,1473,2.213934781678495
474,1474,2.3970330479325206
475,1475,2.091726796271142
476,1476,1.8892963586809344
477,1477,2.318935226865941
478,1478,2.1584423687979464
479,1479,1.5541653409392011
480,1480,1.805731504948245
481,1481,2.5578806736540294
482,1482,1.9123992275494137
483,1483,1.993937192283037
484,1484,1.8262281633997899
485,1485,1.6058154669157247
486,1486,2.1300731027834656
487,1487,2.1882397812443317
488,1488,1.8863332620810103
489,1489,1.8495509453971004
490,1490,1.8325475626347545
491,1491,1.9585964712419215
492,1492,1.847667680377817
493,1493,1.8237225472815817
494,1494,2.260013720275674
495,1495,2.3092110377319512
496,1496,1.8856432030801114
497,1497,2.06993617521732
498,1498,2.036132326969963
499,1499,2.3309636249779007
500,1500,2.4249368667715494
501,1501,1.9960563891147305
502,1502,1.7669457781780578
503,1503,2.4646974611854793
504,1504,2.119795661462896
505,1505,2.403283251289679
506,1506,2.6200933192220046
507,1507,2.1132278872307
508,1508,2.1366514011746993
509,1509,2.171052072003217
510,1510,2.5801754218903894
511,1511,2.295643671302233
512,1512,2.191575645248924
513,1513,2.5627107768394377
514,1514,2.449971606842628
515,1515,2.3200704672916013
516,1516,2.4983112546842796
517,1517,2.673245881612267
518,1518,2.7426775484328934
519,1519,2.193219888867415
520,1520,2.1966991845530712
521,1521,2.768420935371828
522,1522,2.6226136120054733
523,1523,2.960681524804793
524,1524,2.8259645681469574
525,1525,2.3799062257450143
526,1526,2.4151706481986057
527,1527,2.4694362344530725
528,1528,2.864629081639598
529,1529,2.665972408886165
530,1530,2.311392932210268
531,1531,3.272579020206658
532,1532,2.5768280828400343
533,1533,2.7987264522841366
534,1534,2.9140589415252003
535,1535,2.734373458603968
536,1536,2.7584472335809296
537,1537,2.5140597366137225
538,1538,2.637723480944767
539,1539,2.902202355139552
540,1540,2.7599621028560377
541,1541,2.8862639818249285
542,1542,3.0418615015967023
543,1543,3.030474953684997
544,1544,2.9927649697147096
545,1545,2.5180417657147016
546,1546,2.900251267358675
547,1547,2.741139339978795
548,1548,2.4614034630079162
549,1549,3.046411948508184
550,1550,3.0294700573063937
551,1551,3.4289236982155185
552,1552,2.99094781116177
553,1553,2.869073157654048
554,1554,3.177843930554053
555,1555,3.1747888937959208
556,1556,3.4438110365031345
557,1557,3.8979480329146945
558,1558,3.55080394575322
559,1559,3.0599924859739662
560,1560,3.813162065529093
561,1561,3.379347492393779
562,1562,3.801692678376049
563,1563,3.4491486351164555
564,1564,4.045103459321599
565,1565,4.205826477777366
566,1566,3.9145535984012194
567,1567,3.8374405000730487
568,1568,3.9974943146908504
569,1569,3.4854745276880643
570,1570,3.839457324502122
571,1571,4.062900603420333
572,1572,3.7165207425804354
573,1573,4.034888462047456
574,1574,3.889963216535735
575,1575,4.133911849322892
576,1576,4.04294161309824
577,1577,4.167005679585512
578,1578,4.040371279064775
579,1579,4.173971792858057
580,1580,4.153053891855136
581,1581,4.60569901401686
582,1582,4.302059796803312
583,1583,4.621721026937068
584,1584,4.148511338834263
585,1585,4.176633843082995
586,1586,4.504770753539518
587,1587,4.423955639314543
588,1588,4.515141409175822
589,1589,4.321484921335033
590,1590,4.505938912342024
591,1591,4.967400137852266
592,1592,4.646490058626305
593,1593,4.707212715589703
594,1594,4.7581177082201
595,1595,4.956176691041379
596,1596,4.488728221230169
597,1597,4.61525612782188
598,1598,4.8746977133549425
599,1599,5.0603237167867
600,1600,4.848390831220197
601,1601,4.693144188917855
602,1602,4.8962273057960015
603,1603,5.251716335878143
604,1604,4.821906108453589
605,1605,5.680098870315491
606,1606,5.45093751493391
607,1607,5.725267442822412
608,1608,5.794944968955516
609,1609,5.2992836702790385
610,1610,5.808110473231533
611,1611,5.335489581808056
612,1612,5.8163931156704995
613,1613,5.541161362850503
614,1614,5.5877779271508565
615,1615,5.563818042548564
616,1616,5.597262544553036
617,1617,5.603201546396961
618,1618,5.862165861904414
619,1619,5.752483994050996
620,1620,6.18664555287726
621,1621,5.884630480883283
622,1622,5.757092541452874
623,1623,5.6200725491142896
624,1624,6.087765088474955
625,1625,6.283760540645884
626,1626,6.069535131111127
627,1627,6.372653275635771
628,1628,6.642301896201665
629,1629,6.137245321581049
630,1630,6.073919211914077
631,1631,6.7852529316117
632,1632,6.469891878101868
633,1633,5.922600916838484
634,1634,6.628781879993113
635,1635,6.499167200276675
636,1636,6.2682670242350635
637,1637,6.215703215172726
638,1638,6.47734960418659
639,1639,6.507660676714506
640,1640,6.52549383678367
641,1641,6.432018574534772
642,1642,6.843991581575547
643,1643,6.487467922705196
644,1644,6.588194756553861
645,1645,6.650697400924123
646,1646,6.441115528087906
647,1647,6.569303735360536
648,1648,6.805939609083288
649,1649,6.796069534628611
650,1650,6.793961643105636
651,1651,6.694658357397632
652,1652,6.5701070973088775
653,1653,6.232043721617955
654,1654,6.764036406483048
655,1655,6.727240259331838
656,1656,6.489405092499889
657,1657,6.829999545628158
658,1658,6.24234243094294
659,1659,6.7280565198603135
660,1660,6.465510150786124
661,1661,6.317176421291727
662,1662,6.373848888288775
663,1663,6.295987187844031
664,1664,6.667467127875669
665,1665,6.257306862821929
666,1666,6.337152255562916
667,1667,6.245954301511394
668,1668,6.04036393752167
669,1669,6.261246099665454
670,1670,6.093292377649651
671,1671,5.693159344157085
672,1672,5.815779492343465
673,1673,5.5531351570671
674,1674,5.9350477071254915
675,1675,5.921571049252994
676,1676,6.1229164041720345
677,1677,5.702599490740821
678,1678,5.660102555722157
679,1679,5.386553443781072
680,1680,5.372570580757211
681,1681,5.741518984683661
682,1682,5.348940457207663
683,1683,5.612863797614345
684,1684,5.497617444608645
685,1685,5.063053781354373
686,1686,5.16097185204157
687,1687,4.763372267828362
688,1688,5.209685328977476
689,1689,5.017429432739755
690,1690,4.924748542742218
691,1691,4.681014206844412
692,1692,4.743161476957801
693,1693,4.476202000581141
694,1694,4.2740716216031975
695,1695,4.175194225035502
696,1696,4.621351206192022
697,1697,4.201285271195319
698,1698,4.322821558027041
699,1699,4.532327123217531
700,1700,4.346321380164019
701,1701,4.487230249036537
702,1702,3.798457977470843
703,1703,4.0998496877824895
704,1704,4.5715764516221356
705,1705,3.7159946570621765
706,1706,3.4477261055976296
707,1707,3.8287734614051274
708,1708,3.51164592179296
709,1709,3.6852588775934403
710,1710,3.4286717603346437
711,1711,3.717974165597468
712,1712,3.180938627506452
713,1713,3.2896391997083207
714,1714,2.9739500091461664
715,1715,3.5144044722092653
716,1716,2.9916804807402175
717,1717,3.008284521971116
718,1718,2.659798191709407
719,1719,3.2238257888581585
720,1720,2.914441119328123
721,1721,2.604160688796837
722,1722,2.592580939402247
723,1723,3.2141760306962737
724,1724,2.891090687177925
725,1725,3.1649335184761647
726,1726,3.0258705379296487
727,1727,2.512324154747798
728,1728,2.5715525812062237
729,1729,2.510840508804474
730,1730,2.2736268788033764
731,1731,2.2580494627879855
732,1732,2.356391076704216
733,1733,1.9507339713214602
734,1734,2.320662167280701
735,1735,2.188511345034342
736,1736,2.0991218182063918
737,1737,1.7666442794502832
738,1738,1.769772870600024
739,1739,1.960540533070278
740,1740,2.122627005043369
741,1741,1.3515583290485298
742,1742,2.0027267699511406
743,1743,1.855646118128575
744,1744,1.8262494647721712
745,1745,1.9084541911874766
746,1746,1.9611876673970703
747,1747,1.5485621523295012
748,1748,1.7976027131664183
749,1749,1.5363356858785302
750,1750,1.7057107730519838
751,1751,1.4007662034500925
752,1752,1.2604477869966513
753,1753,1.4800559949794119
754,1754,1.699283142685446
755,1755,1.151427794619795
756,1756,1.1926344228871149
757,1757,1.29586127210114
758,1758,1.6544361254398092
759,1759,1.3558627519477662
760,1760,1.0251951243919206
761,1761,1.782810594141358
762,1762,1.410043443030106
763,1763,1.368465339578631
764,1764,1.4083358820264718
765,1765,1.003318603216215
766,1766,0.8240627412940359
767,1767,1.003577204231437
768,1768,1.161389346832201
769,1769,1.0732720106315208
770,1770,0.9341009967908045
771,1771,0.9023383443251647
772,1772,1.014253825964934
773,1773,0.839606186410315
774,1774,0.840732767837276
775,1775,0.9685145116221072
776,1776,1.3886687774936206
777,1777,1.4546056929302145
778,1778,0.8300608006687931
779,1779,0.6374007741007779
780,1780,1.0339429922548469
781,1781,0.5319101341160835
782,1782,0.9807176048603953
783,1783,0.7572840681333295
784,1784,0.8238862777104159
785,1785,1.033657945926465
786,1786,1.035933051283251
787,1787,0.9923886087341545
788,1788,1.1025495267312253
789,1789,0.893889409178749
790,1790,0.4602116985972664
791,1791,1.0420307705686456
792,1792,0.880790328775383
793,1793,0.6975108822339862
794,1794,0.49425186396544263
795,1795,1.181646889509561
796,1796,1.1295909525613281
797,1797,1.0858483734666986
798,1798,1.086970109824448
799,1799,0.5411237028192312
800,1800,1.0699855392066067
801,1801,0.7261579803995398
802,1802,1.0434691721572003
803,1803,1.48252462528669
804,1804,0.7847609503547233
805,1805,1.2042692730914846
806,1806,1.3086107754428367
807,1807,0.8910908574898138
808,1808,0.9104458091546075
809,1809,0.7318097960692478
810,1810,0.8315439387011543
811,1811,0.9291712748352321
812,1812,0.8276300707962272
813,1813,0.7864686433775672
814,1814,0.7073441303828676
815,1815,1.076225564802729
816,1816,0.9077709023426522
